Article Text,Category
Մալաթիա-Սեբաստիա վարչական շրջանի արդեն նախկին ղեկավար Դավիթ Կարապետյանն իրեն իրավունք էր վերապահում ընտրությունների անցկացման օրը մտնել ընտրատեղամաս և ագիտացիա անել։,Վերլուծական
,Վերլուծական
 ,Վերլուծական
 ,Վերլուծական
Շարունակում ենք ընթերցողների ուշադրությանը ներկայացնել հայաստանյան պաշտոնյաների կողմից ներկայացված գույքի և եկամուտների պաշտոնական հայտարարարգրերը: Այսօր կանդրադառնանք ամենահարուստ փոխքաղաքապետերի տասնյակին:,Վերլուծական
"Դիցուք՝ Երևանի փոխքաղաքապետ Տիգրան Ավինյանը 2022-ի հոկտեմբերի 24-ի դրությամբ հայտարարագրել է 32,792,857.00 ՀՀ դրամ եկամուտ։ Երևանի քաղաքապետի տեղակալը հայտարարագրել է ավտոտնակ (տրանսպորտային միջոցների կայանման համար հողամասի վրա կառուցված առանձին շինությունը), ավտոհանգրվան, ավտոկայանատեղի, Երևանի Արաբկիր վարչական շրջանում գտնվող անհատական բնակելի տուն` հողամասի վրա կառուցված՝ իր տնտեսական շինություններով։ Նա նաև հայտարարագրել է VOLKSWAGEN մակնիշի մարդատար ավտոմեքենա։ Հաշվետու ժամանակահատվածում Տիգրան Ավինյանի բանկային հաշիվների մնացորդները (բացառությամբ ավանդների) կազմում են  681,888.00 ՀՀ դրամ։ Կրիպտոարժույթներից նա հայտարարագրել է 1.66 Bitcoin, 5.00 Ethereum, 1,483.00 Ada Cardano։ Տիգրան Ավինյանը հայտարարագրել է կանխիկ՝ 4,000.00 ԱՄՆ դոլար և 13,450,000.00 ՀՀ դրամ։ Տիգրան Ավինյանի եկամուտները կազմել են 32,792,857.00 ՀՀ դրամ։ Մասնավորապես քաղաքացիաիրավական այլ պայմանագրերից ստացված եկամուտը կազմել է 11,197,585.00 ՀՀ դրամ, որը վճարվել է «ՀԱՅԲԻԶՆԵՍԲԱՆԿ» փակ բաժնետիրական ընկերության կողմից։ Աշխատանքի վարձատրություն և/կամ դրան հավասարեցված այլ վճարումներից եկամուտը կազմել է 5,183,271.00 ՀՀ դրամ։ Ստացել է «Զանգեզուրի պղնձամոլիբդենային կոմբինատ» ՓԲԸ-ի կողմից։",Վերլուծական
"Երևանի քաղաքապետի տեղակալ Ստեփան Մաչյանը պաշտոնը ստանձնել է 2022 թվականին՝ Հրաչյա Սարգսյանի քաղաքապետ եղած ժամանակ։ Նրանք միասին երկար տարիներ աշխատել են բանկային համակարգում։ Մաչյանը մինչ քաղաքապետարան գալը հանդիսացել է «Ճանապարհային դեպարտամենտ» ՊՈԱԿ-ի տնօրեն։ Մաչյանը Տիգրան Ավինյանի ընկերն է, նաև աշխատանքի և սոցիալական հարցերի նախկին նախարար Զարուհի Բաթոյանի քրոջ ամուսնու եղբայրը և վերջինիս խորհրդականն է եղել։ Նա 2022 թվականի հայտարարատու տարում հայտարարագրել է մեկ բնակարան բնազմաբնակարան բնակելի շենքում՝ Երևան քաղաքում, որը ձեռք է բերվել 2015 թվականին։ Քաղաքապետի տեղակալը տարեսկզբին հայտարարագրել է 2001 թվականին ձեռք բերած Mitsubishi մակնիշի մեքենա և տարվա ընթացքում ձեռք է բերել 2022 թվականի արտադրության Volkswagen մակնիշի մեքենա, որը բերվել է Դուբայից, և որի արժեքը կազմել է 32 հազար դոլար։ Նրա բանկային հաշիվների մնացորդները կազմել են 173 հազար դրամ, կանխիկ դրամական միջոցները՝ 12 հազար դոլար։ Նրա հաշվետու տարվա եկամուտները կազմել են 13 մլն 19 հազար դրամ, որից 10 մլն 758 հազար դրամը աշխատանքի վարձատրություն է «Երևանի քաղաքապետարանի աշխատակազմ» համայնքային կառավարչական հիմնարկից: Իսկ այն ՊՈԱԿ-ից, որը ղեկավարում էր մինչ քաղաքապետի տեղակալ դառնալը, ստացել է 2 մլն 261 հազար դրամԳյումրիի փոխքաղաքապետ Արթուր Պապիկյանը հայտարարագրել է 2012-ին թողարկված Տոյոտա մակնիշի ավտոմեքենա, 2005 թվականին արտադրված Նիսան մակնիշի ավտոմեքենա, պաշտոնյայի բանկային հաշիվների մնացորդը կազմել է 557.683.00 և 272 դրամ.  տվյալ տարվա սկզբում առկա դրամական միջոցները կազմել են 10,000.00 դրամ: Պապիկյանը նաև սպառողական վարկեր է ձևակերպել, մասնավորապես՝ 546.179.490 , 724.159.00, 1.972.319 և 673.316.00 դրամի չափով:",Վերլուծական
"Դիլիջանի փոխքաղաքապետ Արման Բազինյանը հայտարարագրել է երկու բնակարան Դիլիջանում,  2015-ին ձեռք բերված HONDA մակնիշի ավտոմեքենա, 500,000.00 կանխիկ դրամ, տարվա ընթացքում ստացված եկամուտը կազմել է 4,686,230.00 դրամ, իսկ ահա ստացված վարկերն ու փոխառությունները՝ 2,370,683.00 դրամ:",Վերլուծական
"Ջերմուկ համայնքի ղեկավարի տեղակալ  Վարդան Սարգսյանը հայտարարագրել է բնակարան բազմաբնակարան շենքում, հողամաս, MAZDA մակնիշի ավտոմեքենա,  բանկային հաշիվների մնացորդը կազմել  է 500 ԱՄՆ դոլար:  Կանխիկ դրամը՝ 3 միլիոն դրամ և 5 հազար ԱՄՆ դոլար: Տարվա կտրվածքով պաշտոնյայի եկամուտը կազմել է 3,264,324,00 դրամ:",Վերլուծական
"Թալին համայնքի ղեկավարի տեղակալ Խաչատուր Տերտերյանը հայտարարագրել է երեք հողամաս և անհատական բնակելի տուն, 2013-ին ձեռք բերված OPEL մակնիշի ավտոմեքենա, տվյալ տարվա սկզբում առկա կանխիկ դրամը կազմել է 100,000.00 դրամ,  հաշվետու տարվա եկամուտները՝ 2,584,795.00 դրամ:",Վերլուծական
"Թալին համայնքի ղեկավարի մյուս տեղակալ Սերգե Մկրտչյանը հայտարարագրել է 2008 թվականին ձեռք բերված բնակարան և 2021 թվականին ձեռք բերված հողամաս, ինչպես նաև 2013 թվականին ձեռք բերված MERCEDES-BENZ մակնիշի ավտոմեքենա, բանկային հաշիվներ մնացորդը կազմել է 250,000.00 դրամ, կանխիկ դրամը՝ 9,000,000.00 դրամ, եկամտի և ծախսերի վերաբերյալ որևէ տեղեկություն պաշտոնյան չի ներկայացրել:",Վերլուծական
"Մեծամորի փոխքաղաքապետ  էդգար Հովհաննիսյանը հայտարարագրել է 15,000,000.00 կանխիկ գումար:  Հայտարարատուի անունից, օգտին կամ հաշվին ձեռք բերված, երրորդ անձին պատկանող կանխիկ դրամը, կամ կանխիկ դրամը, որից փաստացի օգուտ է ստանում կամ այն տնօրինում է հայտարարատուն, կազմել է 20,000.00 ԱՄՆ դոլար: Հաշվետու տարվա եկամուտները կազմել են 307,400.00 դրամ:",Վերլուծական
"Աշտարակի համայնքապետի տեղակալ Շանթ Վահանյանը հայտարարագրել է անհատական բնակելի տուն, որը ստացել է որպես նվիրատվություն, երկու հողամաս, որոնցից մեկը գնել է 2020 թվականին: Հայտարարատուի կողմից տվյալ տարվա ընթացքում 90 օրից ավելի փաստացի տիրապետվող տրանսպորտի միջոց կամ հայտարարատուի անունից, օգտին կամ հաշվին ձեռք բերված, երրորդ անձին սեփականության իրավունքով պատկանող տրանսպորտի միջոց, կամ տրանսպորտի միջոց, որից փաստացի օգուտ է ստանում կամ այն տնօրինում է հայտարարատուն՝ HYUNDAI մակնիշի  ավտոմեքենա: Բանկային հաշիվների մնացորդը կազմել է 64,047.33 դրամ և 1,465.58 ԱՄՆ դոլար: Կանխիկ դրամը 4,650,000.00 դրամ, 13,250.00 դոլար և 3,600.00 եվրո: Հաշվետու տարվա եկամուտները կազմել են 3,065,105.00 դրամ:",Վերլուծական
"Աշտարակ համայնքի ղեկավարի մյուս տեղակալ Վարդան Սաֆարյանը հայտարարագրել է հողամաս, անհատական բնակելի տուն, արտադրական նշանակության շինություն (արդյունաբերական և գյուղատնտեսական արտադրությունների տեղակայման և նրանց մեջ տեխնոլոգիական սարքավորումների շահագործման համար անհրաժեշտ պայմաններն ապահովող շինությունը): Բանկային հաշիվների մնացորդը կազմել է 946,178.00 դրամ: Կանխիկ դրամը՝ 30,000,000.00 ՀՀ դրամ և 10,000.00 ԱՄՆ դոլար:  Հաշվետու տարվա եկամուտները կազմել են 4,149,572.00 ՀՀ դրամ:",Վերլուծական
"Մինչ մի շարք նախկին պաշտոնյաների դեմ քրեական գործեր են հարուցվում պետական գույքի հետ կապված տարատեսակ մանիպուլյացիաներ կատարելու և պետությանը ֆինանսական վնաս հասցնելու մեղադրանքով, ՔՊ-ական համայնքապետերը, կարծես, մոռացել են, որ օրենքը նաև իրենց վրա է տարածվում: Արդյունքում` ունենք բազմաթիվ դրվագներ, երբ կասկածելի գործարքներ են կայանում պետական գույքի հետ կապված:",Վերլուծական
Երևանի ավագանու անդամ Վահե Օհանջանյանին պատկանող ընկերությունը կենտրոն վարչական շրջանում ապօրինի շինարարություն է իրականացնում՝ առաջ մղելով սեփական բիզնես շահը:,Վերլուծական
"Դեռ անցյալ տարի դատարանն ապացուցված էր համարել Վանաձորի նախկին քաղաքապետ Սամվել Դարբինյանի պաշտոնավարման տարիներին նրա  կողմից պաշտոնական դիրքի չարաշահումների և կեղծիքներ կատարելու փաստը, ինչի հետևանքով համայնքին պատճառվել էր ավելի  քան 60 մլն. դրամի վնաս: Վանաձորի ժամանակավոր իշխանությունները դատարան էին դիմել՝ վնասի փոխհատուցման պահանջով, բայց հայցը մերժվել էր: Հանրային ընկալումներում  համայնքային իշխանությունների նման պահվածքն ակնհայտ անգործություն է որակվում։ ",Վերլուծական
"Դիլիջանի համայնքապետ Դավիթ Սարգսյանը բավականին ոչ միանշանակ պատմության կիզակետում է հայտնվել: Մամուլը ահազանգում է, որ Սարգսյանը որոշումներ է ընդունել, որով համայնքի հողերը շուկայականից ցածր գներով օտարել է Երեւանի բնակիչների, երբ Դիլիջանի շատ բնակիչներ տուն կառուցելու համար հողամաս չունեն։ Դիլիջանի համայնքապետարանի ինտերնետային կայքը տեղեկացնում է, որ 2022թ․ ապրիլի 18-ին Դ․ Սարգսյանը որոշում է ընդունել քաղաքացի Սուրեն Մանուկյանին աճուրդային կարգով հողամաս օտարելու մասին։ Դիլիջան համայնքի ղեկավարի 2022թ. մարտի 18-ի թիվ 149-Ա որոշմամբ 2022թ. ապրիլի 18-ին աճուրդի է ներկայացվել Դիլիջան համայնքի սեփականությունը հանդիսացող «Բնակավայրերի հողերից» 690.9քմ հողամաս, Դիլիջանի Սարալանջի փողոցի թիվ 40/2 հասցեում բնակելի տան կառուցման նպատակով, 4836300 դրամ մեկնարկային գնով, աճուրդում 4836300 դրամ առավելագույն գնով հաղթել է Երեւանի Կոմիտասի 7/2 շենքի բնակիչ Սուրեն Մանուկյանը, այդ մասին հողամասերն աճուրդային կարգով օտարող հանձնաժողովի կողմից կազմվել է արձանագրություն: ",Վերլուծական
"Մամուլը այսօր գրել էր, որ Լոռու մարզի Գյուլագարակ համայնքի ՔՊ-ական համայնքապետ Խաչիկ Վարդանյանը պաշտոն ստանալուց հետո զբաղված է համայնքային հողերին տիրանալով։ Գյուլագարակում իր ապօրինի կառուցած շինություններն օրինականացնելուց հետո, դրանց զբաղեցրած համայնքային հողերը քրոջ որդու անունով գրանցելուց բացի՝ համայնքապետը զբաղվել է մերձավորի անունով գրանցված հողի կատեգորիայի փոփոխմամբ և հաջողության հասել։ Փաստաթղթավորումից հետո ավելի ցածր գնով ձեռք բերված գույքերը բազմապատիկ թանկ փորձում են իրացնել։",Վերլուծական
"Մասնագիտությամբ բանասեր Արևիկ Գրիգորյանն անդրադարձել է Էջմիածնի քաղաքապետի կողմից թույլ տված ենթադրյալ ապօրինությանը։ Մասնավորապես, նա նշել է, որ «քաղաքապետի թեթև ձեռքով հսկայական հողատարածք վաճառվել է ոմն Գայանե Վարդանյանին, ով հանդիսանում է Անկարայի թուրք բնակչի կինը»։ Վերջինս որդին` Դավիթը, նախորդ շաբաթ, 4 ոստիկանի ուղեկցությամբ էլ եկել ու վնասել է Արևիկ Գրիգորյանի ընտանիքին պատկանող այգին։ Ավելի քան 20 ծառ ու խաղողի ողկույզ է փչացել։ Տեսանյութում կինը ներկայացնում է, որ Դավիթը հայտարարել է, թե ինքը «գնել» է իրավապահներին ու ինչ ուզի` կանի։ Արևիկ Գրիգորյանի խոսքով՝ թաղամասը նաև բարեկարգման խնդիր ունի, բայց իրենք պատրաստ են շարունակել ապրել անգամ այդ պայմաններում, բայց իրենց հողը թուրքին չվաճառվի:",Վերլուծական
,Վերլուծական
" Գյումրիի Լևոն Մադոյան և Տիգրան Մեծ փողոցների խաչմերուկում գտնվող մայթի վրա Գյումրիի ավագանու ՔՊ-ական անդամներից մեկը՝  Երվանդ Խանամիրյանն, իրականացնում է շինարարական աշխատանքներ՝ չունենալով համապատասխան շին.թույլտվություն: Արդյունքում՝ քաղաքապետարանը ստիպված էր միջամտել և կանխել օրենքի խախտումը:",Վերլուծական
"Երևանի «Իմ քայլը» խմբակցության ավագանու անդամ Վազգեն Դարբինյանի ղեկավարած «Ավա Գրանիտ» ՓԲԸ-ն 160 մլն դրամով գնել է Էջմիածնի կենտրոնական հրապարակի հարևանությամբ գտնվող նախկին «Գարուն» կինոթատրոնի շենքը և ցանկանում է տեղում բազմաֆունկցիոնալ բնակելի համալիր կառուցել: Էջմիածնի քաղաքապետարանի հարևանությամբ գտնվող, մարմարե սալերով, կամարներով ու մեծ ջահերով երկհարկանի շենքի տեղում նախատեսվող շինության էսքիզային նախագծի վերաբերյալ ապրիլի 18-ին հանրային քննարկում էր կազմակերպվել, որը վարում էր համայնքի ղեկավար Դիանա Գասպարյանը: Սակայն, Սբ. Մեսրոպ Մաշտոց փողոցի թիվ 107 շենքի բնակիչները դեմ են նախկին կինոթատրոնի  տեղում բազմահարկ շենք կառուցելու գաղափարին: Պնդում են, որ այդ տարածքում 5-հարկանի շենքեր կան, և բազմահարկ շենքի գոյությունը կարող է լուրջ դժվարություններ առաջացնել բնակիչների համար:",Վերլուծական
"Երեւանի ավագանու «Իմ քայլը» դաշինքի անդամի ղեկավարած ՍՊԸ-ն Կենտրոնում խախտումներով շինարարություն է անում: «ՀԵՏՔ»-ը գրում է, որ  Բագրատ Մանուկյանն ու քույրը՝ Սրբուհի Մանուկյանը, բնակվում են Երևանի Այգեստան 2-րդ փողոց, 18 հասցեում։ «Ման Գրուպ» ընկերությունը, որի տնօրենը Երևանի ավագանու «Իմ քայլը» դաշինքի անդամ Վահե Օհանջանյանն է, նախորդ տարվա նոյեմբեր ամսին շինարարություն է սկսել նույն փողոցում գտնվող Այգեստան 2-րդ փողոց 16 և 16/1 հասցեներում։ Շինարարության հետեւանքով վնասվել է Մանուկյանների տունը, բակի բետոնապատ հատվածում առաջացել են ճաքեր։ ",Վերլուծական
"Հեղափոխության օրերին Նիկոլ Փաշինյանն ու թիմակիցները ամբիոնից հայտարարում էին, որ իշխանության են գալու ժողովրդի հոգսերը նվազեցնելու համար: Հեղափոխությունից հինգ տարի անց պարզ է դառնում, որ նվազեցվում են ոչ թե հպարտ քաղաքացիների, այլ օլիգարխների հոգսերը, այն օլիգարխների, որոնք մեծամասամբ նախկին, այսպես կոչված՝ մերժված իշխանությունների ներկայացուցիչներն են: Դրա հետ մեկտեղ նվազեցվում են նաև հենց վերը նշված պաշտոնյաների, նրանց ընտանիքի անդամների և յուրայինների հոգսերը՝ բնականաբար այդ ընթացքում օգտագործվում են պաշտոնեական բոլոր հնարավոր և անհնարին լծակները: ",Վերլուծական
"Դիցուք՝ Ջերմուկում մեկնարկած լայնածավալ շինարարական աշխատանքները իրականացնում է հենց Արսենյանի ընտանիքին պատկանող «Ջերմուկ Գրուպ»-ը` իր ֆինանսական միջոցներով։ Դիցուք` Ջերմուկում կկառուցվի նոր բնակելի թաղամաս՝ բաղկացած մոտ 300 բնակարանից։ Ծրագրի նախագիծը արդեն կա, իսկ կառուցապատման աշխատանքների մեկնարկը կտրվի 2022 թվականի մայիս ամսից։ Ծրագիրը իրականացվում է «Ջերմուկ Գրուպ» ընկերության կողմից, որի սեփականատերը Ջերմուկի համայնքապետ Վահագն Արսենյանն է:",Վերլուծական
"Կոռուպցիայի դեմ անհաշտ պայքարի մասին մշտապես խոսող հեղափոխական իշխանությունների օրոք առողջապահության նախկին նախարար, այժմ պատգամավոր Արսեն Թորոսյանը դրսեւորում էր ճիշտ այնպիսի վարք, ինչը քննադատում էր նախկինում եւ մինչ օրս: Նախկիններին բյուջեի թալանի մեջ մեղադրող Արսեն Թորոսյանն իր կնոջը պատկանող «Միբս» բժշկական կենտրոնը դարձրել էր արտոնյալ կենտրոն:",Վերլուծական
"Տարածքային կառավարման և ենթակառուցվածքների փոխնախարար Հովհաննես Հարությունյանի ընտանիքին պատկանող «Շինկարկաս» ընկերությունը դեկտեմբերի 6-ին 67 մլն դրամի (ավելի քան 170 000 դոլար) համաձայնագիր է կնքել Շիրակի մարզպետարանի հետ։ Համաձայնագիրը կնքվել է Գյումրիի թիվ 41 հիմնական դպրոցի շենքի տանիքի վերանորոգման համար։ Վերանորոգվող տանիքի մակերեսը ավելի քան 3 800 քառակուսի մետր է։ Պայմանագրով նախատեսվում է աշխատանքներն ավարտել 90 օրվա ընթացքում։ Սա, անշուշտ, միակ դեպքը չէ, երբ պետական պաշտոնյաների ընտանիքներին պատկանող բիզնեսներին նման բոնուսներ են բաժին հասնում:",Վերլուծական
"Վարչապետի աշխատակազմի ղեկավարի տեղակալ Բագրատ Բադալյանը կնոջ հետ համատեղ տուն է գնել Ամերիկայի Միացյալ նահանգների Մերիսվիլ քաղաքում: Պաշտոնյայի հայտարարագրի համաձայն՝ գործարքը կայացել է 2021թ.-ի մայիսին, իսկ անշարժ գույքի արժեքը կազմել է 584 հազար 950 ԱՄՆ դոլար: Բագրատ Բադալյանի եկամուտներն ավելացել են հատկապես պետական պաշտոններ զբաղեցնելու տարիներին: Մասնավորապես, նրան է պատկանում «Ճաննախագիծ ինստիտուտ» ՍՊԸ-ի 88.13%-ը: Այս ընկերությունն ակտիվ մասնակցություն ունի պետական գնումներում՝ հատկապես ճանապարհաշինության ոլորտում: Բագրատ Բադալյանի՝ 2020թ. ապրիլի 16-ին «Ճաննախագիծ ինստիտուտ» ՍՊԸ-ի բաժնետեր դառնալուց հետո, պետական մարմինները և համայնքները ընկերության հետ կնքել են ընդհանուր 1 մլրդ 79 մլն 465 հազար դրամի պետական գնման պայմանագիր: Համեմատության համար նշենք, որ մինչև ՍՊԸ-ում Բագրատ Բադալյանի բաժնետեր լինելը, 2019թ. հունվարի 1-ից մինչև 2020թ. ապրիլի 15-ը  «Ճաննախագիծ ինստիտուտ» ՍՊԸ-ի հետ կնքվել է պետական գնման ընդամենը մեկ պայմանագիր՝ 431 հազ. դրամ պայմանագրային գնով: Իսկ 2018-ին՝ 3 պայմանագիր՝ 11 մլն 949 հզր դրամ ընդհանուր գնով:",Վերլուծական
"Վայոց ձորի մարզի Վայք համայնքի ղեկավար Մխիթար Մաթևոսյանն ընդհանուր 537 միլիոն դրամի պայմանագրեր է կնքել իր կնոջը պատկանող ընկերության հետ, ընդ որում՝ մինչև 2022 թվականն այդ ընկերությունը ղեկավարել է հենց ինքը՝ Մխիթար Մաթևոսյանը, սակայն համայնքի ղեկավար ընտրվելուց հետո ընկերության իր բաժնեմասն ու կառավարումը հանձնել է կնոջը՝ Մերի Մարգարյանին։ Պետական գնումների armeps.am համակարգի տվյալներով՝ 2022 թվականի ընթացքում Վայքի համայնքապետարանը՝ ի դեմս Մխիթար Մաթևոսյանի, 4 պայմանագիր է կնքել «Մավշին» ՍՊԸ-ի հետ։ Հունիսի 1-ի պայմանագրով՝ ընկերությունը 6,5 միլիոն դրամի դիմաց Վայք քաղաքի բազմաբնակարան շենքերի տարածքներում փոսալցումներ է կատարել։ Հունիսի 2-ի պայմանագրով «Մավշին» ՍՊԸ-ն 57 միլիոն դրամի դիմաց կատարել է Վայք քաղաքի Մայիսյան և Շինարարների փողոցի հիմնանորոգման աշխատանքները։ Հունիսի 6-ին կնքված պայմանագրով ընկերությունը ստացել է 67 միլիոն դրամ և պարտավորվել Զառիթափ գյուղում ոռոգման ցանց կառուցել։ Իսկ ամենախոշոր պայմանագիրը Վայքի համայնքապետարանի և «Մավշին» ՍՊԸ-ի միջև կնքվել է մեկ շաբաթ առաջ՝ օգոստոսի 4-ին։ Համայնքապետի կնոջ ընկերությունը համայնքային բյուջեից մոտ 405 միլիոն դրամ կստանա Վայք քաղաքի Շահումյան փողոցն ասֆալտապատելու համար։",Վերլուծական
"Առողջապահության նախարար Անահիտ Ավանեսյանի մորը պատկանող «Արմֆարմաիցա» ՓԲԸ-ն, որտեղ ղեկավարի պաշտոնում եղել են նաև Ավանեսյանն ու ամուսինը, պետական մարմինների հետ 2022-ին կնքել են 22 պայմանագիր։ Ընկերությունը մեծամասանբ մատակարարել է դեղորայք, առողջապահական և լաբորատոր նյութեր՝ ընդհանուր 126 մլն դրամի։ Հատկանշական է, որ ընկերության հետ երեք պայմանագիր է կնքել Ավանեսյանի ղեկավարած առողջապահության նախարարությունը՝ 89 մլն դրամի։",Վերլուծական
Երևանի ավագանու անդամ Վահե Օհանջանյանին պատկանող ընկերությունը կենտրոն վարչական շրջանում ապօրինի շինարարություն է իրականացնում՝ առաջ մղելով սեփական բիզնես շահը:,Վերլուծական
,Վերլուծական
"Սկանդալային պատմության կենտրոնում է հայտնվել նաև Փաշինյանի քավորի՝ Ղալումյանների ընտանիքը: Երևանի ավագանու անդամ Դավիթ Խաժակյանը մեկ տարի առաջ հանրայնացրեց վարչապետի մերձավորի կապը՝ Երևանի քաղաքապետարանի շինարարական տենդերին և խայտառակ աղմուկ բարձրացրեց այն փաստը, որ «հարյուրավոր միլիոն դրամների հասնող չարաշահումների շղթան՝ քաղաքական թելով բացահայտվել է ու պարզվել էր, որ քաղաքապետարանի մրցույթները հաղթել էին  բանկային կեղծ երաշխիքներ ներկայացրած կազմակերպություններ, որոնցից մեկը հենց  Փաշինյանի քավորի բարեկամն է»։",Վերլուծական
"Երևանում բնակվող Դավթյանների ընտանիքը վերջերս ահազանգել էր, որ Դիլիջանի ՔՊ-ական ավագանու անդամ Նարեկ Հարությունյանը նոր շինարարություն է կատարում իրենց տարածքի վրա: Քաղաքացիները շեշտում էին, որ  Հարությունյանը նոր համայնքապետ Դավիթ Սարգսյանի (վերջինս ևս «Քաղաքացիական պայմանագիր» կուսակցության անդամ է) ընկերն է, ինչի շնորհիվ Սարգսյանը հողատարածքի վրա նոր շինթույլտվություն է տվել նրան։",Վերլուծական
"Նախկինում ընդդիմադիրների կողմից առավել հաճախ թիրախավորվող թեման պաշտոնյաների որդիների ամենաթողությունն էր և այն հանգամանքը, որ անգամ ամենառեզոնանսային սկանդալների կիզակետում հայտնվելուց հետո վերջիններիս հաջողվում էր ջրից չոր դուրս գալ:",Վերլուծական
"Ընդամենը մեկ տարի առաջ Սյունիքի այն ժամանակվա մարզպետ Մելիքսեթ Պողոսյանի որդու՝ Կարեն Պողոսյանի նկատմամբ հետախուզում էր հայտարարվել։ Կարեն Պողոսյանը մեղադրվում է սպանության փորձ կատարելու և ապօրինի զենք պահելու մեջ: Հուլիսի 14-ի գիշերը Գորիսում տեղի ունեցած միջադեպի հետևանքով վիրավորվել էր երկու քաղաքացի: Միջադեպի հետ կապված լրատվամիջոցներում շրջանառվում է նաև նախկին մարզպետ Սուրիկ Խաչատրյանի աներորդու՝ Մելիքսեթ Բարսեղյանի անունը: Ըստ մամուլի՝ դեպքի մասնակիցների թվում է եղել նաև Խաչատրյանի որդին՝ Տիգրան Խաչատրյանը:  Երկար ժամանակ Կարեն Պողոսյանը թաքնվում էր իրավապահներից, սակայն այնուհետև, թերևս ստանալով ինչ-ինչ երաշխիքներ, ներկայացել էր ոստիկանություն և կալանավորվել: Այստեղից էլ սկսում է ամենահետաքրքիրը:  Դատարանը մերժել է Սյունիքի մարզպետ Մելիքսեթ Պողոսյանի որդու` Կարեն Պողոսյանի կալանավորման ժամկետը երկարացնելու Քննչական կոմիտեի միջնորդությունը:",Վերլուծական
"Քննչական կոմիտեն հայտնում է, որ 2020թ. սեպտեմբերի 9-ին՝  Գուրգեն Արսենյանի տան խոհարարուհին հաղորդում է տվել այն մասին, որ նույն օրը՝ ժամը 09:30-ին, Երևան քաղաքի Արաբկիր 38-րդ փողոցում գտնվող առանձնատան խոհանոց է մտել տանտիրոջ՝ Գուրգեն Արսենյանի որդին՝ Գուրգեն Արսենյանը, մոտեցել իրեն և որպես զենք հանդիսացող խոհանոցային 2 դանակներով՝ իր կյանքի ու առողջության համար վտանգավոր բռնություն գործադրելու սպառնալիքով, պահանջել ու ստացել է 20.000  դրամ: Դեպքի առթիվ ոստիկանության Երևան քաղաքի վարչությունում հարուցվել է քրեական գործ՝  Քրեական օրենսգրքի 175-րդ հոդվածի (ավազակություն) 2-րդ մասի 4-րդ կետով, որը նախաքննության կատարման համար ստացվել է Քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Արաբկիր վարչական շրջանի քննչական բաժին: Նախաքննության ընթացքում կատարվել են մի շարք քննչական գործողություններ, այդ թվում՝ դեպքի վայրի զննություն, որի ժամանակ հայտնաբերվել և առգրավվել են վերոնշյալ դանակները:  Գուրգեն Արսենյանը ձերբակալվել է՝ զենքի գործադրմամբ ավազակային հարձակում կատարելու կասկածանքով: Այս դեպքից հետո Արսենյանի որդուն հաջողվեց ջրից չոր դուրս գալ, նրան ազատ արձակեցին: Սակայն, դրանով Արսենյանի որդու արկածները չեն ավարտվել:  Tert.am-ի տեղեկություններով օրերս՝ Գուրգեն Արսենյանի որդին տեղափոխվել է Հոգեկան առողջության պահպանման ազգային կենտրոն՝ նախկին «Նուբարաշեն» հոգեբուժական կլինիկա։ Նա կշարունակի մնալ այնտեղ և բուժում ստանալ։ Հիշեցնենք, որ Արսենյանը դեկտեմբերի 27-ին սառը զենք կրելու հիմնավոր կասկածանքով ձերբակալվել և ոստիկանության Կենտրոնական բաժին էր տեղափոխվել: Նրա մոտ հայտնաբերվել էր 2 հատ կացին և 16․5 սմ շեղբի երկարությամբ դանակ։ ",Վերլուծական
"Շաբաթներ առաջ  մամուլում հերթական բացահայտումներ հրապարակվեցին ԱԺ պաշտպանության և ազգային անվտանգության հանձնաժողովի նախագահ Անդրանիկ Քոչարյանի գործունեության վերաբերյալ: Ըստ հրապարակումների՝ «Իմ քայլը» խմբակցության պատգամավոր, անվտանգության եւ պաշտպանության մշտական հանձնաժողովի նախագահ Անդրանիկ Քոչարյանը լրագրողների հետ ճեպազրույցում փորձեց հերքել, թե իր տղային տարհանել է պատերազմի ժամանակ, պնդում էր, որ Վազգեն Քոչարյանը սկզբից մինչեւ վերջ եղել է ամենաթեժ կետում, սակայն ականատեսները եւ որոշ աղբյուրներ պնդում են, որ Անդրանիկ Քոչարյանը ստում է․ նրա որդի Վազգենին առնվազն 2 անգամ զորամասից հանել տարել են այլ տեղ, որեւէ այլ զինծառայողի տեղաշարժ չի եղել, միայն նրան են տարհանել։ Տարհանումը կազմակերպել է ՌՈ պետի տեղակալ Արամ Բաղդասարյանը: Ի դեպ, Անդրանիկ Քոչարյանի մյուս որդին հոր իշխանավոր դառնալուց հետո հնարավորություն ստացավ ազատվել զինվորական ծառաությունից: Իհարկե, Քոչարյանը պնդում է, որ որդին գիտությամբ է զբաղվելու, բայց մենք հասցրել ենք կշտանալ գիտությամբ զբաղվող պաշտոնյաների որդիներից, որոնք այդպես էլ գիտությանն անհայտ են մնում: ",Վերլուծական
